ID,Age,Sex,IQ,Height,Died,start_date,Scoring,Smoker,Grade_1,Grade_2,Grade_3,Item_1,Item_2,Item_3,Item_4,Sentence,Language_1,Language_2,State
00250,27,Male,112,77,TRUE,2009-12-16,0.3697622373493837,TRUE,88.1,87.9,92.7,5,2,4,5,Governor?,Portuguese,Haitian Creole,Florida
00251,27,Female,100,71,FALSE,2008-11-03,0.4987571091405397,FALSE,89.4,80.8,91,5,1,4,3,"It when Governor Romney talks about this board, for example, unelected board that we've created, what this is, is a group of health care experts, doctors, et cetera, to figure out, how can we reduce the cost of care in the system overall?",Ukrainian,Zulu,South Carolina
00252,23,Male,109,68,FALSE,2011-12-24,-1.3661296991794647,FALSE,85.6,85.5,81.7,2,5,3,1,"I said that we would provide guarantees, and and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",Konkani,English,Colorado
00253,27,Male,81,68,TRUE,2008-05-12,-0.6502496773921604,FALSE,98.5,87.5,86.6,2,3,1,1,"However, I do attribute much of America's economic and international problems to the failings and missteps of the Bush administration.",Spanish,Hindi,New York
00254,31,Female,97,68,FALSE,2011-03-16,-0.5464225510000471,FALSE,89.2,89.6,86.9,5,3,1,5,We'll bring back manufacturing to America.,English,Hindi,Colorado
00255,27,Male,112,64,FALSE,2010-07-07,-0.09612250113227837,TRUE,89.8,89.5,87.1,5,2,5,1,That's why I put out a five point plan that gets America twelve million new jobs in four years and rising take home pay.,Tamil,Arabic,Massachusetts
00256,27,Female,94,72,FALSE,2010-11-09,0.9893973181963794,FALSE,89.2,86.3,87.8,1,1,4,5,I've done it my entire life.,English,Uzbek,California
00257,30,Male,78,67,TRUE,2009-10-10,-0.5036895803502,FALSE,83.8,89.7,91.6,1,1,5,1,"So he's got the oil and gas part, but he doesn't have the clean energy part.",Zhuang,Spanish,Connecticut
00258,32,Female,98,67,TRUE,2009-11-19,1.3849503278488364,TRUE,80.1,92.8,90.6,3,5,1,4,Absolutely.,Malagasy,Hindi,Florida
00259,30,Male,107,70,TRUE,2008-05-06,0.6613996301412279,FALSE,87.2,88.3,92.5,1,2,1,1,That's math that doesn't add up.,Fula,Hindi,Pennsylvania
00260,23,Female,88,70,TRUE,2012-05-31,0.7330717667793153,FALSE,81.9,86.6,88.1,5,1,4,5,"I I was I was someone who ran businesses for twenty five years, and balanced the budget.",Min Dong,Balochi,South Carolina
00261,34,Male,86,71,FALSE,2009-02-18,1.2903870585885417,TRUE,82.7,84.4,86.8,5,2,2,4,"My chief of staff, for instance, had two kids that were still in school.",Bengali,Haitian Creole,Georgia
00262,25,Female,96,64,FALSE,2009-07-13,0.33994222861370527,TRUE,86.1,88.8,91.6,4,2,2,1,OK.,English,Min Bei,California
00263,26,Male,106,68,TRUE,2007-11-21,-0.623304558208823,TRUE,85,92,92.2,5,5,5,2,That happened before you came into office.,Spanish,Kirundi,Georgia
00264,33,Female,99,71,FALSE,2011-05-22,-1.3509782285159813,FALSE,82.2,94.8,82.6,3,2,4,4,Thank you so much.,Spanish,English,West Virginia
00265,35,Male,100,64,TRUE,2012-05-19,0.006804836862730124,TRUE,87.5,86.6,85,5,4,5,1,That's what I'm trying|,Jin,Sinhalese,Minnesota
00266,22,Female,105,68,FALSE,2009-11-03,0.13074979772296746,FALSE,91,94.8,90.2,5,5,4,3,And we can do it in an environmentally sound way.,Tamil,French,California
00267,21,Male,102,66,TRUE,2010-12-18,-0.12513349568568327,TRUE,88.3,86.1,81.8,2,4,1,2,I had the chance to be governor of a state.,Greek,Haitian Creole,Georgia
00268,30,Female,101,76,TRUE,2007-04-23,-1.2448783786807847,TRUE,83.8,86,81.4,5,3,2,4,Mister President?,Swahili,Turkish,Pennsylvania
00269,29,Female,83,71,TRUE,2011-03-21,-0.7272272876116431,FALSE,89,81.4,82.9,2,4,1,4,"When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize.",Min Bei,Zulu,Washington
00270,20,Male,89,70,TRUE,2007-11-05,-0.08757902225883932,FALSE,91.4,96.2,92.7,2,4,4,1,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",Min Dong,Russian,Tennessee
00271,20,Male,108,66,TRUE,2009-09-18,0.2597497168468733,TRUE,77.4,83.7,88.5,5,1,4,4,That's part of the reason why the Libyans stand with us.,Arabic,Sylheti,New York
00272,24,Female,118,66,FALSE,2010-12-10,-1.2349005295954116,FALSE,84.7,86.6,87.2,4,4,3,5,"You know, after we killed bin Laden I was at ground zero for a memorial and talked to a young women who was four years old when nine/eleven happened.",Quechua,Russian,Ohio
00273,24,Female,108,70,TRUE,2009-07-17,0.9148889033274273,TRUE,84.6,90.5,85.4,5,4,3,2,"No, no.",Min Nan,Marathi,Idaho
00274,20,Female,99,70,FALSE,2009-05-20,-0.6924479010647328,TRUE,86.1,80.5,87.2,3,5,2,4,"Now, keep in mind that our military spending has gone up every single year that I've been in office.",Wu,Portuguese,Mississippi
00275,34,Female,86,65,FALSE,2007-12-18,-0.9126304695497386,FALSE,86.4,87.8,91.7,3,3,1,2,"But you make a very good point, which is that the place you put your money just makes a pretty clear indication of where your heart is.",Spanish,Persian,Florida
00276,23,Male,92,70,TRUE,2007-06-12,2.167150628436182,TRUE,90.5,88.2,82,4,1,3,1,Come on our website.,Igbo,Sylheti,New Mexico
00277,21,Male,94,72,FALSE,2009-09-08,0.20887062245390767,FALSE,89.6,89.4,91.2,2,2,2,1,You've done a great job.,Russian,Tagalog,Michigan
00278,21,Male,115,67,FALSE,2008-03-29,0.7214618784694675,FALSE,84.4,88.9,85.4,2,2,2,3,You look at the record of the last four years and say is Iran closer to a bomb?,Jin,Hindi,California
00279,26,Female,110,74,TRUE,2007-08-02,-0.08511516293112334,TRUE,86.8,79.4,91.7,2,3,1,5,I I have to respond to that.,Cebuano,Quechua,Florida
00280,29,Female,99,64,TRUE,2009-11-26,-0.2351493679170899,TRUE,89.8,86.6,96.2,5,1,2,3,"Governor Romney, your two minute closing.",Wu,Spanish,Massachusetts
00281,35,Female,91,69,FALSE,2007-12-18,-0.49388844334236137,FALSE,85.2,84.9,95.2,5,4,5,5,That that Detroit that Detroit answer|,Russian,Hiligaynon,Florida
00282,26,Male,101,64,TRUE,2009-01-13,0.642247845100004,FALSE,82,93.2,95.7,4,5,2,1,Two minutes.,Sylheti,Kirundi,Arkansas
00283,21,Female,93,76,FALSE,2011-10-21,-0.03178254569345108,FALSE,94.1,83.8,92.5,3,4,4,2,The|,Spanish,Haryanvi,California
00284,27,Male,105,68,TRUE,2008-06-11,-1.3979477720150693,TRUE,83.8,92.5,90.2,2,1,3,3,Let the states and localities do that.,Punjabi,Hindi,Maryland
00285,29,Female,129,69,TRUE,2012-02-04,-0.6022919087374214,TRUE,86.1,82.5,85.4,1,1,1,4,"Over the last four years we've made real progress digging our way out of policies that gave us two prolonged wars, record deficits and the worst economic crisis since the Great Depression.",Min Dong,Jin,Minnesota
00286,27,Male,98,68,FALSE,2011-09-05,0.956054198661777,FALSE,80.3,85.7,78,2,2,1,4,So that'll stay the same.,Vietnamese,English,Mississippi
00287,20,Female,104,62,FALSE,2007-05-21,0.6115821294333834,TRUE,85.3,89,88.1,5,3,2,5,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow.",Belarusian,Italian,New York
00288,30,Female,85,66,FALSE,2010-07-06,0.2678831635795657,FALSE,87.7,86.4,85.4,3,3,4,2,I'd like to hear each of you give your thoughts on that.,Shona,English,New York
00289,25,Male,100,68,FALSE,2009-05-23,0.08412382042916645,FALSE,87.4,90.9,90.1,4,2,1,3,"With respect, sir, you had laid out quite a program|",Arabic,Mossi,Texas
00290,32,Male,116,67,FALSE,2009-08-22,-0.17501050144818178,FALSE,86.4,92.9,91.8,1,5,5,2,"I want high wage, high skill jobs.",Russian,Russian,Illinois
00291,21,Female,108,65,FALSE,2007-12-31,-1.7626316256474022,TRUE,83.7,89.1,85.4,4,3,1,3,"And everything that I've tried to do, and everything that I'm now proposing for the next four years in terms of improving our education system or developing American energy or making sure that we're closing loopholes for companies that are shipping jobs overseas and focusing on small businesses and companies that are creating jobs here in the United States, or closing our deficit in a responsible, balanced way that allows us to invest in our future.",Portuguese,Thai,Ohio
00292,26,Female,94,67,TRUE,2010-11-30,0.30164774509105624,TRUE,89.8,85.7,90.1,5,5,2,1,Well I believe we should use any and all means necessary to take out people who pose a threat to us and our friends around the world.,Oriya,Bengali,New York
00293,34,Female,97,66,TRUE,2007-12-04,0.16497361998729312,FALSE,87.5,92.6,86.6,4,3,3,2,"How do you see the federal government's responsibility to, as I say, to improve the quality of public education in this country?",Bengali,Bengali,California
00294,26,Male,91,75,FALSE,2010-09-13,-1.4718619114776794,FALSE,93,85.8,90.1,4,1,2,5,Lorraine.,Spanish,Swedish,Florida
00295,24,Female,89,62,TRUE,2009-12-03,0.36789947907826465,FALSE,91.5,92.2,92.1,2,2,3,4,"But, what you can't do is spend dollar two trillion in additional military spending that the military is not asking for, dollar five trillion on tax cuts.",Swedish,Uyghur,Washington
00296,21,Female,101,65,FALSE,2007-07-21,1.3195867083014055,FALSE,88.9,86,85,2,4,4,3,"So, for example, on wind energy, when Governor Romney says these are imaginary jobs.",Bengali,English,South Carolina
00297,34,Male,94,74,FALSE,2012-06-17,1.4708402520083237,FALSE,88,94.5,91.9,3,3,4,5,Or Germany.,Cantonese,Kinyarwanda,Virginia
00298,28,Male,105,71,FALSE,2009-02-25,0.3822672869063832,FALSE,93.2,87,87.7,5,3,3,2,"And for them to be able to provide nuclear technology to non state actors, that's unacceptable.",Belarusian,English,New York
00299,29,Male,90,69,FALSE,2009-12-25,0.8841582179057099,TRUE,90.9,93.5,87.9,4,3,1,1,"And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business.",Awadhi,Spanish,Indiana
00300,21,Female,119,61,TRUE,2011-12-27,-0.12713466602617268,FALSE,92.4,89.5,86.8,2,4,2,1,CROWLEY: Governor?,Spanish,Italian,Washington
00301,21,Male,108,66,TRUE,2008-05-24,-1.0426342730522105,TRUE,87,88,87.3,4,5,5,2,So we just have a different theory.,Chittagonian,Urdu,Pennsylvania
00302,27,Male,96,68,FALSE,2007-08-06,-0.8879494775725125,FALSE,83.3,86.2,89.9,2,1,1,5,They'll make things happen to create jobs here in the United States.,Arabic,Zhuang,Wisconsin
00303,33,Male,103,66,FALSE,2007-11-07,0.2000511520087281,FALSE,95.1,88.3,82.4,2,1,5,3,"You know, Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden.",Konkani,Sylheti,North Carolina
00304,23,Male,101,71,FALSE,2010-04-25,3.30946753394295,FALSE,89.8,88.7,85.9,1,4,4,5,"So what we said was you can't just sit on this for ten, twenty, thirty years, decide when you want to drill, when you want to produce, when it's most profitable for you.",Arabic,Bengali,Texas
00305,31,Male,117,71,TRUE,2010-07-21,0.3231639684187072,FALSE,93.6,89.6,80.7,4,4,4,2,No.,Portuguese,Tamil,New York
00306,26,Male,88,66,TRUE,2011-11-02,0.6369038869590166,TRUE,88.9,85.7,87.1,2,3,4,5,And it includes within it a number of provisions that I think has some unintended consequences that are harmful to the economy.,Kinyarwanda,Russian,New York
00307,25,Male,97,72,FALSE,2009-06-02,-0.7900386917060571,FALSE,89,94,84.9,3,5,3,5,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",English,Telugu,Pennsylvania
00308,31,Male,89,68,TRUE,2011-05-26,0.23458612894650663,TRUE,86.6,82.1,89.5,2,3,4,5,I'm I'm I'm happy.,Hindi,Min Bei,California
00309,35,Female,100,66,TRUE,2007-11-21,-1.0530633244131469,FALSE,86.6,87.3,84.4,2,1,5,2,I don't check it that often.,English,Spanish,Colorado
00310,29,Female,103,69,TRUE,2011-07-04,0.4018794915531394,TRUE,81.6,92,83.7,5,4,3,1,"They look at America's commitments around the world and they see what's happening, and they say, well, OK.",Sundanese,Min Dong,Ohio
00311,31,Female,103,68,TRUE,2011-10-06,-1.2518123095503668,TRUE,88.1,92.6,81.3,3,3,2,5,You will each have two minutes to respond and then we will have a general discussion until we move to the next segment.,Sinhalese,Deccan,Florida
00312,34,Female,114,70,FALSE,2008-11-11,0.6925652461719272,FALSE,84,89.9,83.2,1,5,3,4,Talk about that in a minute.,Hindi,Bengali,Missouri
00313,21,Male,103,72,FALSE,2011-09-14,-0.2801764940758215,TRUE,91.4,82.8,86.1,5,1,1,3,"Right now, the CBO says up to twenty million people will lose their insurance as Obamacare goes into effect next year.",Japanese,Arabic,Utah
00314,30,Male,117,67,FALSE,2010-09-11,-1.8122759370924986,FALSE,88.9,82.1,82.9,2,4,4,3,She didn't complain.,Burmese,English,Ohio
00315,21,Male,112,71,FALSE,2007-07-07,-2.1752606923682247,TRUE,86.1,83.9,84,5,1,5,5,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?,Swedish,Javanese,Ohio
00316,21,Female,96,66,TRUE,2012-03-30,-1.041708201143176,TRUE,88.6,92,90.9,3,2,5,3,And that's what we've done.,Persian,Xiang,North Carolina
00317,28,Male,107,65,TRUE,2008-09-19,0.7485188129414831,FALSE,82.7,85.5,91.9,3,1,4,2,"It still provides safe haven for terrorists, yet we continue to give Pakistan billions of dollars.",Spanish,Dhundhari,Washington
00318,33,Female,106,67,FALSE,2008-08-08,1.2960889071440904,TRUE,94.7,88.1,94.5,4,5,3,1,"China has an interest that's very much like ours in one respect, and that is they want a stable world.",Portuguese,Wu,South Carolina
00319,22,Male,78,72,FALSE,2011-10-01,1.505600874716093,TRUE,95.4,86.6,90.2,4,4,2,4,Understand themselves as Americans in every way except having papers.,Czech,Min Bei,North Carolina
00320,34,Male,103,73,FALSE,2012-05-10,0.09487831622857879,FALSE,96.9,88,85.3,1,4,2,5,This is not a new two minute segment to start.,Javanese,Spanish,West Virginia
00321,29,Male,102,66,FALSE,2011-07-25,-0.39050967902121797,FALSE,86.5,91.1,85.7,2,3,5,5,I was on the world of business for twenty five years.,Mossi,Bhojpuri,Wisconsin
00322,23,Male,116,73,FALSE,2009-12-24,-0.8236624186482754,FALSE,92.3,88.4,81.6,4,3,5,1,"And what's happened over the last four years has been very, very hard for America's young people.",Hiligaynon,Xiang,Massachusetts
00323,22,Male,88,69,FALSE,2007-04-18,-1.4316272649922483,TRUE,94.5,96.1,91,5,1,4,2,"We're going to have to put in place a very comprehensive and robust strategy to help the the world of Islam and other parts of the world, reject this radical violent extremism, which is it's certainly not on the run.",Hiligaynon,Greek,Washington
00324,22,Male,101,75,FALSE,2011-07-27,0.29699231693798683,TRUE,86.2,88.4,89,1,4,3,4,But all I want to do is go very quickly|,German,Spanish,California
00325,28,Female,99,67,TRUE,2009-12-19,0.8559261753956233,TRUE,84.3,83.4,85.9,4,2,2,3,And|,Spanish,Punjabi,Massachusetts
00326,31,Male,98,63,TRUE,2011-07-26,1.1423505632144313,FALSE,88.2,79.9,90.1,3,4,3,4,He's still there.,Javanese,Zulu,Florida
00327,32,Male,99,65,TRUE,2009-11-18,-0.2869936865977104,TRUE,87.9,87.8,91.3,5,1,4,4,So our troops will come home at that point.,Gujarati,Hindi,Texas
00328,32,Female,93,65,FALSE,2010-03-28,-1.195096675241993,TRUE,85.9,92.7,80.5,2,3,5,5,You said by now we'd be at five.,English,Khmer,Ohio
00329,25,Male,113,76,FALSE,2010-08-27,-1.4034249901364586,TRUE,82.4,88.7,89.5,5,5,4,3,So that's the next area I'm different than President Bush.,Spanish,Japanese,New York
00330,29,Male,102,72,FALSE,2007-04-28,0.3248771293634621,TRUE,85.3,80,89.7,1,1,2,5,"Thank you, Jim, and Mister President.",Swedish,Gan,Iowa
00331,25,Male,100,65,TRUE,2007-12-11,1.9180717563713736,TRUE,89.1,91,84.5,2,4,3,1,It has killed jobs.,German,Balochi,Utah
00332,34,Male,97,69,FALSE,2009-10-11,0.1497833498831634,TRUE,87.7,89.4,93.9,2,3,5,5,But we had been digging our way out of policies that were misplaced and focused on the top doing very well and middle class folks not doing well.,Sylheti,Zulu,Ohio
00333,22,Male,104,70,FALSE,2008-03-28,2.2018195433392163,TRUE,91.6,87.6,85.3,2,2,4,5,Thank you so much.,Min Bei,Punjabi,Georgia
00334,24,Female,113,71,FALSE,2012-03-23,1.2675024797196148,TRUE,87.3,96.2,89.9,5,3,1,1,And so|,French,Hmong,Pennsylvania
00335,22,Male,98,69,TRUE,2008-08-26,-0.08726330620886487,TRUE,85.5,83.6,88.3,4,5,2,1,"In some places, yes.",Haitian Creole,Belarusian,California
00336,27,Male,101,66,FALSE,2011-04-30,-1.0579699239672689,FALSE,94.5,84.8,82.4,5,3,2,1,"I want high wage, high skill jobs.",Hiligaynon,Hiligaynon,California
00337,21,Female,94,70,TRUE,2009-02-13,0.403855788280603,FALSE,90.1,85.1,90.2,2,3,5,4,"And then I went down to the border towns of Storok, which had experienced missiles raining dowm from Hamas.",Hiligaynon,Hindi,Texas
00338,30,Female,105,63,TRUE,2008-12-25,-0.6275339021733346,FALSE,87.2,85.7,81.5,1,1,3,1,If the president were to be reelected you're going to see a dollar seven hundred sixteen billion cut to Medicare.,Yoruba,Bengali,North Carolina
00339,20,Female,104,66,FALSE,2010-10-07,-0.8926352557498588,TRUE,87,97.2,87,1,1,2,5,"And I've put forward a plan to make sure that we're bringing manufacturing jobs back to our shores by rewarding companies and small businesses that are investing here, not overseas.",Arabic,Russian,Texas
00340,25,Female,96,67,TRUE,2008-04-27,-1.7348610439598657,TRUE,82.9,89.3,92.1,1,5,1,2,"Now, that also means that you've got more customers.",Min Bei,Spanish,Minnesota
00341,25,Female,99,70,TRUE,2012-05-15,-0.975607393981578,TRUE,88.1,90.1,86.5,2,3,1,3,twenty or twenty five birds were killed and brought out a migratory bird act to go after them on a criminal basis.,Zulu,Portuguese,Ohio
00342,27,Female,80,70,FALSE,2009-05-13,0.11280129769320917,FALSE,81.7,90.9,80.3,2,5,2,4,"But go ahead and use this two minutes any way you'd like to, the question is on the floor.",Haitian Creole,Uyghur,New Jersey
00343,20,Male,102,70,FALSE,2009-01-07,-1.5878332404703024,TRUE,87.1,87.8,90.7,4,3,1,1,That's what's been squeezing middle class families.,Cantonese,English,Washington
00344,21,Female,102,71,TRUE,2010-06-19,-0.4989364895045692,FALSE,89.8,91.3,95.8,1,4,2,3,Iran was resurgent.,Thai,Portuguese,Florida
00345,31,Female,94,64,FALSE,2009-01-30,0.7479507388990823,FALSE,89.3,89.4,82,3,5,3,5,OK.,Persian,Portuguese,Florida
00346,33,Female,102,71,TRUE,2012-07-16,-0.022165412638974754,FALSE,87.4,82.6,81.4,1,5,5,2,will be there for you.,German,Ukrainian,Florida
00347,28,Male,93,71,TRUE,2008-07-31,0.4691686707913291,FALSE,86.3,73.4,86.6,3,4,2,3,One could follow Bowles Simpson as a model and take deduction by deduction and make differences that way.,Bengali,Sylheti,North Carolina
00348,20,Female,93,64,FALSE,2008-11-06,-0.0340678689768732,TRUE,89.9,87,87.9,3,1,5,3,"And we've been through tough times but we always bounce back because of our character, because we pull together and if I have the privilege of being your president for another four years, I promise you I will always listen to your voices.",Czech,Kannada,California
00349,32,Male,106,67,FALSE,2007-11-09,0.6915862167750693,TRUE,86.9,87.9,86.6,5,4,3,5,"We should be playing the leadership role there, not on the ground with military.",Javanese,Sundanese,Michigan
00350,24,Male,95,66,FALSE,2007-05-02,-1.2038163159146622,TRUE,91.7,91.8,87.9,5,1,1,1,So we're already beginning to see progress.,Assamese,Russian,New Jersey
00351,25,Male,99,69,FALSE,2008-07-30,0.5100564916060855,FALSE,86.6,84.7,88.2,1,2,3,2,But that's already the law and that doesn't help the millions of people out there with preexisting conditions.,Mossi,Bengali,Washington
00352,23,Female,96,69,TRUE,2011-06-14,-0.19324073459255475,FALSE,80.3,94.2,91.4,2,3,5,2,Their oil production has plunged to the lowest level since they were fighting a war with Iraq twenty years ago.,Spanish,Spanish,Indiana
00353,21,Female,95,71,TRUE,2010-09-28,0.09745090554387915,TRUE,90,92.3,82.5,2,3,4,5,So four years ago I stood on a stage just like this one.,Marwari,Hiligaynon,Missouri
00354,35,Male,100,72,FALSE,2008-05-09,1.6061599172882173,FALSE,90.5,93.3,94,4,1,2,4,And when it comes to education what I've said is we've got to reform schools that are not working.,Haitian Creole,Marwari,Florida
00355,35,Male,101,68,TRUE,2011-03-16,0.7894735139167045,TRUE,95.5,88.7,89.6,3,2,3,5,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America.",Vietnamese,Uyghur,North Carolina
00356,32,Male,88,70,FALSE,2011-11-13,0.7367579706405183,FALSE,86.6,87.8,90.6,2,2,4,3,It's because we got everybody to agree that Iran is seeing so much pressure.,Dutch,Spanish,Missouri
00357,28,Male,99,66,FALSE,2008-10-04,0.1607065457064607,FALSE,94.6,86.8,86.3,2,4,3,1,I got to I got to move you on.,Ilokano,Russian,Missouri
00358,25,Male,85,69,TRUE,2012-06-11,-0.21478123589725634,TRUE,86.2,83.9,89.8,3,1,1,3,"That's not what I do as president, that's not what I do as Commander in Chief.",English,Telugu,New Jersey
00359,27,Male,103,68,FALSE,2009-08-09,-0.3345000918709555,FALSE,92.4,81,84,1,2,4,4,In Dodd Frank|,Burmese,Italian,Pennsylvania
00360,20,Female,102,67,FALSE,2008-04-06,-1.95175888371174,TRUE,93.5,90,83.9,3,4,4,2,I'm optimistic about the future.,Portuguese,Shona,Virginia
00361,20,Female,106,71,FALSE,2012-01-09,0.9417748717311644,TRUE,89.1,82.8,87.5,5,3,3,1,"Using specific examples, can you take this opportunity to debunk that misperception and set us straight?",English,Zulu,Illinois
00362,25,Male,108,68,TRUE,2012-03-06,-0.17883715527578334,FALSE,85.4,96.6,91.6,2,5,4,2,"And coal, coal production is not up; coal jobs are not up.",Min Bei,Punjabi,New York
00363,33,Female,111,76,TRUE,2011-10-11,-0.16920500427289714,TRUE,89.1,84.8,86.2,4,5,2,2,So where'd the increase come from?,English,Malayalam,Arkansas
00364,31,Female,105,65,TRUE,2010-01-27,0.17706148562909696,TRUE,93.6,85.9,85.6,2,2,3,5,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",Nepali,Mossi,New York
00365,29,Male,90,72,FALSE,2012-06-12,0.014012280790767603,FALSE,88.5,93.5,86.2,1,4,2,3,We had a tire case in which they were flooding us with cheap domestic tires or or cheap Chinese tires.,Czech,Sylheti,Washington
00366,29,Female,93,78,TRUE,2007-05-26,-0.4780843939795666,TRUE,87.8,84.7,94.1,1,4,5,4,A half a million manufacturing jobs have been lost in the last four years.,Mossi,Russian,New Jersey
00367,30,Male,118,70,TRUE,2012-07-29,-0.30308478538221323,TRUE,91.3,83,87.6,1,3,4,2,Where is Barry?,Gujarati,Portuguese,California
00368,31,Male,93,78,TRUE,2008-05-19,-0.4696913331274194,FALSE,89.5,86.6,87.5,1,1,5,5,Let's talk|,Punjabi,Dhundhari,Michigan
00369,22,Female,95,73,TRUE,2008-08-21,0.13542766818723082,TRUE,86.3,85.8,88.5,2,3,1,4,I'll get America and North America energy independent.,Malagasy,Xhosa,Colorado
00370,24,Male,101,72,TRUE,2008-06-28,0.7017041368097151,TRUE,89.5,86.2,88.9,2,3,5,1,I'm convinced we'll do it.,Spanish,Sylheti,Oklahoma
00371,23,Female,106,68,FALSE,2009-09-23,-0.220427898914765,FALSE,89.3,86.2,93.2,4,4,2,5,"And what we're seeing right now is, in my view, a a trickle down government approach, which has government thinking it can do a better job than free people pursuing their drea Miss And it's not working.",Ilokano,Assamese,Colorado
00372,30,Male,103,64,FALSE,2009-12-02,0.22412406573715782,FALSE,90.9,96.2,87.8,3,1,2,2,Let's|,Russian,Arabic,New York
00373,28,Male,83,68,TRUE,2009-12-19,0.915558450514497,FALSE,91.6,89.5,87.9,1,1,5,1,So we want to promote those principles around the world.,Ilokano,Nepali,Pennsylvania
00374,30,Male,114,61,FALSE,2012-07-14,0.2645186068927291,FALSE,87.2,85.4,85.4,2,1,5,1,per year in higher taxes as a result of the spending and borrowing of this administration.,Malay/Indonesian,Portuguese,Texas
00375,20,Male,104,66,TRUE,2008-02-11,0.7605368240348392,FALSE,90.7,83.9,88.4,1,1,5,3,"The questions are mine, and I have not shared them with the candidates or their aides.",Spanish,Cebuano,Georgia
00376,24,Female,100,72,TRUE,2012-05-04,-1.0437009266095352,TRUE,86.4,84.2,86.2,2,5,4,3,"And we we look for discovery and innovation, all these things desired out of the American heart to provide the pursuit of happiness for our citizens.",Spanish,Oromo,North Carolina
00377,21,Male,98,73,FALSE,2008-10-05,0.9910678395854939,FALSE,84.6,91.6,90.3,1,4,4,3,We're still down five hundred eighty thousand jobs.,Dhundhari,Ilokano,Iowa
00378,24,Female,98,68,FALSE,2008-10-19,1.3819696752607071,FALSE,86.7,91.1,88.7,4,3,3,3,But just a few years ago you said that's something you'd never do.,Maithili,Hindi,Georgia
